Stock_Ticker,Trade_Type,Quantity,Price,Date,Profit_Loss,Holding_Period
XLF,Buy,1,33.8231163,2022-03-07,0.0,0.0
EFV,Buy,1,40.04452515,2022-03-07,0.0,0.0
SCHX,Buy,1,15.39439964,2022-03-08,0.0,0.0
XLF,Sell,2,33.625103,2022-03-08,-0.4,1.0
SCHB,Buy,1,14.95853424,2022-03-08,0.0,0.0
VMBS,Sell,1,46.2539711,2022-03-08,0.02,4.0
VEA,Sell,19,41.73044968,2022-03-09,27.11,2.0
SCHX,Buy,2,15.82025242,2022-03-09,0.0,0.0
SCHF,Buy,2,15.43158817,2022-03-09,0.0,0.0
SCHB,Buy,2,15.37683582,2022-03-09,0.0,0.0
EFV,Sell,1,42.07131958,2022-03-09,1.62,2.0
VYM,Buy,1,98.76293945,2022-03-10,0.0,0.0
XLE,Buy,1,68.83207703,2022-03-10,0.0,0.0
IVW,Buy,1,68.84001923,2022-03-10,0.0,0.0
VEU,Buy,2,49.67813873,2022-03-10,0.0,0.0
SCHX,Buy,6,15.74564838,2022-03-10,0.0,0.0
VCSH,Buy,1,71.36082458,2022-03-10,0.0,0.0
SCHF,Buy,7,15.26032066,2022-03-10,0.0,0.0
XLF,Buy,3,34.56804276,2022-03-10,0.0,0.0
SCHB,Buy,7,15.312953,2022-03-10,0.0,0.0
SPLG,Buy,2,47.67079544,2022-03-10,0.0,0.0
SPYG,Buy,1,59.32796478,2022-03-10,0.0,0.0
EEM,Buy,2,40.38873672,2022-03-10,0.0,0.0
VYM,Sell,1,98.2011795,2022-03-11,-0.56,1.0
GLD,Sell,1,180.0099945,2022-03-16,2.02,16.0
VEU,Sell,29,51.51472473,2022-03-16,42.61,4.0
VEA,Buy,4,43.28742218,2022-03-17,0.0,0.0
VIG,Buy,1,150.877655,2022-03-17,0.0,0.0
VYM,Buy,1,101.4902496,2022-03-17,0.0,0.0
XLE,Buy,2,65.70455933,2022-03-17,0.0,0.0
IVW,Buy,2,71.7071228,2022-03-17,0.0,0.0
SCHX,Buy,10,16.31915283,2022-03-17,0.0,0.0
SCHF,Buy,11,16.0156517,2022-03-17,0.0,0.0
XLF,Buy,4,36.68964386,2022-03-17,0.0,0.0
BSV,Buy,2,72.60488129,2022-03-17,0.0,0.0
SCHB,Buy,11,15.84990025,2022-03-17,0.0,0.0
SPLG,Buy,3,49.41345978,2022-03-17,0.0,0.0
VGSH,Buy,2,54.33501053,2022-03-17,0.0,0.0
VIG,Sell,2,151.8730621,2022-03-18,1.59,1.0
XLF,Sell,7,36.77451324,2022-03-18,0.48,1.0
BSV,Sell,2,72.62337494,2022-03-18,0.03,1.0
EEM,Sell,2,42.13507843,2022-03-18,2.79,6.0
VEA,Sell,4,43.42551804,2022-03-21,0.44,2.0
BND,Buy,1,72.13349152,2022-03-21,0.0,0.0
IWF,Sell,6,264.980957,2022-03-21,-212.89,55.0
IJH,Buy,1,51.33212662,2022-03-21,0.0,0.0
XLE,Buy,1,68.28851318,2022-03-21,0.0,0.0
IVW,Buy,1,72.96513367,2022-03-21,0.0,0.0
VEU,Buy,1,51.9446373,2022-03-21,0.0,0.0
SCHX,Sell,45,16.50876427,2022-03-21,6.83,2.0
XLF,Buy,2,36.73854065,2022-03-21,0.0,0.0
BSV,Buy,1,72.27186584,2022-03-21,0.0,0.0
SCHB,Buy,5,16.02939034,2022-03-21,0.0,0.0
SPLG,Buy,1,49.91530609,2022-03-21,0.0,0.0
VGSH,Buy,1,54.1253891,2022-03-21,0.0,0.0
SPYV,Sell,1,38.79710007,2022-03-21,0.52,13.0
HYG,Buy,1,68.65648651,2022-03-21,0.0,0.0
EFV,Buy,1,43.72083664,2022-03-21,0.0,0.0
EEM,Buy,1,41.48484802,2022-03-21,0.0,0.0
BIV,Sell,1,74.47641754,2022-03-21,-1.86,24.0
BND,Sell,1,71.95167542,2022-03-22,-0.18,1.0
VIG,Buy,1,152.5370331,2022-03-22,0.0,0.0
VO,Buy,1,224.720932,2022-03-22,0.0,0.0
VYM,Sell,1,102.5393066,2022-03-22,0.84,3.0
RSP,Buy,1,149.4168396,2022-03-22,0.0,0.0
XLE,Buy,3,67.78618622,2022-03-22,0.0,0.0
IVW,Buy,3,74.19393158,2022-03-22,0.0,0.0
VEU,Buy,4,52.53377533,2022-03-22,0.0,0.0
SCHX,Buy,15,16.71081161,2022-03-22,0.0,0.0
SCHF,Buy,16,16.22204781,2022-03-22,0.0,0.0
XLF,Buy,6,37.33491135,2022-03-22,0.0,0.0
SCHB,Buy,16,16.22105026,2022-03-22,0.0,0.0
SPLG,Buy,5,50.49804688,2022-03-22,0.0,0.0
SPYG,Buy,4,63.9534874,2022-03-22,0.0,0.0
ACWI,Buy,1,94.55426788,2022-03-22,0.0,0.0
VEU,Sell,5,51.9627533,2022-03-23,-2.86,1.0
VO,Sell,1,224.7398834,2022-03-24,0.02,2.0
SCHX,Buy,1,16.736063,2022-03-24,0.0,0.0
SCHF,Buy,1,16.14300346,2022-03-24,0.0,0.0
SCHB,Buy,1,16.32380295,2022-03-24,0.0,0.0
SCHX,Buy,2,16.80775642,2022-03-25,0.0,0.0
XLF,Buy,1,37.41064453,2022-03-25,0.0,0.0
BSV,Sell,1,71.92950439,2022-03-25,-0.34,4.0
SCHB,Buy,2,16.39128304,2022-03-25,0.0,0.0
EEM,Buy,1,41.84711456,2022-03-25,0.0,0.0
SCHX,Buy,2,16.93555832,2022-03-28,0.0,0.0
SCHF,Buy,2,16.12543869,2022-03-28,0.0,0.0
SCHB,Buy,2,16.50476837,2022-03-28,0.0,0.0
IJH,Sell,1,52.8146553,2022-03-29,1.19,6.0
SCHX,Buy,1,17.17246437,2022-03-29,0.0,0.0
SCHF,Buy,1,16.4460125,2022-03-29,0.0,0.0
SCHB,Buy,1,16.75014687,2022-03-29,0.0,0.0
HYG,Sell,1,69.71688843,2022-03-29,0.85,6.0
SCHX,Buy,1,17.04777718,2022-03-30,0.0,0.0
SCHF,Buy,2,16.38014221,2022-03-30,0.0,0.0
SCHB,Buy,2,16.61825562,2022-03-30,0.0,0.0
EEM,Sell,2,42.58095169,2022-03-30,1.17,3.0
SCHX,Buy,2,16.78593826,2022-03-31,0.0,0.0
SCHF,Buy,2,16.12543869,2022-03-31,0.0,0.0
SCHB,Buy,2,16.37594414,2022-03-31,0.0,0.0
SCHX,Buy,1,16.83580971,2022-04-01,0.0,0.0
VCSH,Sell,5,70.85718536,2022-04-01,-2.52,16.0
SCHF,Buy,1,16.25718117,2022-04-01,0.0,0.0
SCHB,Buy,1,16.42808723,2022-04-01,0.0,0.0
VGSH,Sell,3,53.89203644,2022-04-01,-0.7,9.0
EFA,Buy,1,68.35102081,2022-04-04,0.0,0.0
RSP,Sell,1,150.5275726,2022-04-04,0.89,9.0
XLE,Buy,1,69.21244049,2022-04-04,0.0,0.0
IVW,Sell,18,76.00004578,2022-04-04,26.01,9.0
SCHX,Buy,4,16.99166489,2022-04-04,0.0,0.0
SCHF,Sell,80,16.3318367,2022-04-04,4.78,1.0
XLF,Sell,9,36.019104,2022-04-04,-12.52,6.0
IAU,Sell,2,36.72999954,2022-04-04,2.11,35.0
SPLG,Sell,14,51.32917404,2022-04-04,9.31,9.0
SPYG,Sell,19,65.50881958,2022-04-04,23.64,9.0
VGK,Buy,1,56.89960861,2022-04-04,0.0,0.0
EFV,Buy,1,44.44907379,2022-04-04,0.0,0.0
IVV,Buy,1,432.9054871,2022-04-05,0.0,0.0
VEA,Buy,12,43.59780884,2022-04-05,0.0,0.0
VUG,Buy,1,282.9604797,2022-04-05,0.0,0.0
VIG,Buy,3,152.716156,2022-04-05,0.0,0.0
VGT,Buy,1,404.4545288,2022-04-05,0.0,0.0
IWM,Buy,2,194.8120728,2022-04-05,0.0,0.0
VO,Buy,2,224.9486389,2022-04-05,0.0,0.0
RSP,Buy,3,148.9231873,2022-04-05,0.0,0.0
XLE,Buy,8,68.12706757,2022-04-05,0.0,0.0
IVW,Buy,7,74.62267303,2022-04-05,0.0,0.0
VEU,Buy,10,52.40687943,2022-04-05,0.0,0.0
SCHX,Buy,32,16.76723099,2022-04-05,0.0,0.0
VGK,Sell,1,56.32204056,2022-04-05,-0.58,1.0
EFV,Buy,1,43.92263412,2022-04-05,0.0,0.0
IVV,Sell,1,428.6996765,2022-04-06,-4.21,1.0
VEA,Sell,12,43.03560257,2022-04-06,-6.75,1.0
VIG,Sell,4,152.3200684,2022-04-06,-1.58,1.0
IWM,Sell,2,192.0480652,2022-04-06,-5.53,1.0
VEA,Buy,4,43.08094788,2022-04-07,0.0,0.0
VIG,Buy,1,153.2160645,2022-04-07,0.0,0.0
IWM,Buy,1,191.4242859,2022-04-07,0.0,0.0
VO,Sell,2,223.1648865,2022-04-07,-3.57,2.0
EFA,Sell,1,66.76572418,2022-04-07,-1.59,3.0
TLT,Buy,1,114.4373932,2022-04-07,0.0,0.0
IVW,Buy,2,73.46019745,2022-04-07,0.0,0.0
VEU,Buy,3,51.75429916,2022-04-07,0.0,0.0
SCHX,Buy,11,16.65189934,2022-04-07,0.0,0.0
SCHF,Buy,12,15.94538879,2022-04-07,0.0,0.0
XLF,Buy,5,35.50792313,2022-04-07,0.0,0.0
SCHB,Buy,12,16.19804573,2022-04-07,0.0,0.0
SPLG,Buy,3,50.42161942,2022-04-07,0.0,0.0
SPYG,Buy,3,63.34106445,2022-04-07,0.0,0.0
SPYV,Buy,4,39.27549744,2022-04-07,0.0,0.0
DVY,Buy,1,114.6812134,2022-04-07,0.0,0.0
ACWI,Buy,1,93.833992,2022-04-07,0.0,0.0
EFV,Buy,1,43.65063477,2022-04-07,0.0,0.0
IWM,Sell,1,189.8983459,2022-04-08,-1.53,1.0
TLT,Sell,1,113.197937,2022-04-08,-1.24,1.0
VIG,Sell,1,151.4241638,2022-04-11,-1.79,2.0
SCHX,Buy,1,16.3277092,2022-04-11,0.0,0.0
SCHF,Buy,2,15.78290272,2022-04-11,0.0,0.0
SCHB,Buy,2,15.89132404,2022-04-11,0.0,0.0
SCHX,Buy,2,16.26848602,2022-04-12,0.0,0.0
SCHF,Buy,2,15.66872597,2022-04-12,0.0,0.0
XLF,Sell,5,35.3185997,2022-04-12,-0.95,3.0
SCHB,Buy,2,15.84838009,2022-04-12,0.0,0.0
VEA,Buy,1,42.83612061,2022-04-13,0.0,0.0
SCHX,Buy,2,16.46798515,2022-04-13,0.0,0.0
SCHF,Buy,2,15.84877777,2022-04-13,0.0,0.0
SCHB,Buy,2,16.05388641,2022-04-13,0.0,0.0
SPYV,Buy,1,39.31301498,2022-04-13,0.0,0.0
EFV,Buy,1,43.77347565,2022-04-13,0.0,0.0
EEM,Buy,1,41.62417984,2022-04-13,0.0,0.0
RSP,Sell,3,147.6510773,2022-04-14,-3.82,7.0
SCHX,Buy,1,16.26224899,2022-04-14,0.0,0.0
SCHF,Buy,1,15.7653389,2022-04-14,0.0,0.0
SCHB,Buy,1,15.85758209,2022-04-14,0.0,0.0
EEM,Sell,1,41.08541489,2022-04-14,-0.54,1.0
VEA,Sell,5,42.44620514,2022-04-18,-1.95,2.0
VEU,Buy,1,50.88417053,2022-04-18,0.0,0.0
SCHX,Buy,3,16.24354744,2022-04-18,0.0,0.0
SCHF,Buy,4,15.69946766,2022-04-18,0.0,0.0
XLF,Buy,1,35.12928009,2022-04-18,0.0,0.0
SPLG,Buy,1,49.18925858,2022-04-18,0.0,0.0
SPYG,Buy,1,60.54145432,2022-04-18,0.0,0.0
DVY,Sell,1,115.5576935,2022-04-18,0.7,6.0
EFV,Sell,5,43.57167435,2022-04-18,-1.01,2.0
VEA,Buy,2,42.63661575,2022-04-19,0.0,0.0
IJH,Buy,1,51.10232925,2022-04-19,0.0,0.0
VEU,Buy,1,51.02919006,2022-04-19,0.0,0.0
SCHX,Buy,5,16.51786041,2022-04-19,0.0,0.0
XLF,Sell,1,35.61205673,2022-04-19,0.39,1.0
BSV,Buy,1,71.40969849,2022-04-19,0.0,0.0
SCHB,Buy,5,16.1060276,2022-04-19,0.0,0.0
SPLG,Buy,1,49.99172974,2022-04-19,0.0,0.0
VGSH,Buy,1,53.79174805,2022-04-19,0.0,0.0
SPYG,Buy,1,61.71768951,2022-04-19,0.0,0.0
EFV,Buy,1,43.75592422,2022-04-19,0.0,0.0
EEM,Buy,2,40.74171829,2022-04-19,0.0,0.0
BIV,Buy,1,71.62181854,2022-04-19,0.0,0.0
EFV,Sell,1,44.09811783,2022-04-20,0.27,1.0
SCHF,Buy,1,15.69507504,2022-04-21,0.0,0.0
SCHB,Buy,1,15.82077408,2022-04-21,0.0,0.0
IJH,Sell,1,49.1912384,2022-04-22,-1.91,3.0
BSV,Sell,1,71.32630157,2022-04-22,-0.08,3.0
SCHX,Buy,1,15.88507557,2022-04-25,0.0,0.0
SCHF,Buy,1,15.33058262,2022-04-25,0.0,0.0
SCHB,Buy,1,15.49871349,2022-04-25,0.0,0.0
SPLG,Sell,5,48.14796829,2022-04-25,-9.22,4.0
VGSH,Sell,1,53.80086899,2022-04-25,0.01,4.0
VEA,Buy,1,40.29714203,2022-04-26,0.0,0.0
VEU,Buy,1,48.21034241,2022-04-26,0.0,0.0
SCHX,Buy,3,15.43308544,2022-04-26,0.0,0.0
XLF,Buy,1,33.43481827,2022-04-26,0.0,0.0
SCHB,Buy,3,15.04476929,2022-04-26,0.0,0.0
SPLG,Buy,1,46.77231216,2022-04-26,0.0,0.0
VMBS,Buy,1,44.03845978,2022-04-26,0.0,0.0
EFV,Buy,1,41.48345947,2022-04-26,0.0,0.0
VMBS,Sell,1,44.02033234,2022-04-27,-0.02,1.0
SCHX,Buy,1,15.84143543,2022-04-28,0.0,0.0
SCHB,Buy,1,15.44043636,2022-04-28,0.0,0.0
SPYV,Sell,5,38.37498093,2022-04-28,-4.69,10.0
XLF,Buy,1,32.66805649,2022-04-29,0.0,0.0
SCHB,Buy,2,14.87300301,2022-04-29,0.0,0.0
SPLG,Sell,1,46.28509521,2022-04-29,-0.49,3.0
SCHX,Buy,2,15.36762428,2022-05-02,0.0,0.0
SCHF,Buy,2,14.98365688,2022-05-02,0.0,0.0
XLF,Buy,1,32.67752075,2022-05-02,0.0,0.0
EFV,Sell,1,41.63262558,2022-05-02,0.12,4.0
SCHX,Buy,1,15.42996693,2022-05-03,0.0,0.0
SCHF,Buy,1,15.12418365,2022-05-03,0.0,0.0
SCHX,Buy,1,15.89131069,2022-05-04,0.0,0.0
SCHF,Buy,1,15.37889004,2022-05-04,0.0,0.0
SCHX,Buy,1,15.30216599,2022-05-05,0.0,0.0
SCHF,Sell,29,14.90021992,2022-05-05,-13.88,1.0
VEA,Buy,1,39.79841232,2022-05-06,0.0,0.0
EFA,Buy,1,61.6432991,2022-05-06,0.0,0.0
VEU,Buy,1,47.72997284,2022-05-06,0.0,0.0
SCHX,Buy,4,15.1961813,2022-05-06,0.0,0.0
SCHF,Buy,4,14.76408577,2022-05-06,0.0,0.0
XLF,Buy,1,32.88577652,2022-05-06,0.0,0.0
SPYG,Buy,1,55.73936462,2022-05-06,0.0,0.0
EFV,Buy,1,41.52733231,2022-05-06,0.0,0.0
EFA,Sell,1,59.78308868,2022-05-09,-1.86,1.0
SCHX,Buy,1,14.67249584,2022-05-09,0.0,0.0
SCHF,Buy,1,14.32054806,2022-05-09,0.0,0.0
SCHB,Buy,1,14.2840929,2022-05-09,0.0,0.0
EFV,Sell,1,40.49200439,2022-05-09,-1.04,1.0
SCHX,Buy,1,14.71613598,2022-05-10,0.0,0.0
SCHF,Buy,2,14.39520359,2022-05-10,0.0,0.0
SCHB,Buy,2,14.30556393,2022-05-10,0.0,0.0
SCHX,Buy,1,14.45429516,2022-05-11,0.0,0.0
SCHF,Buy,1,14.30737591,2022-05-11,0.0,0.0
SCHB,Buy,1,14.06018543,2022-05-11,0.0,0.0
SCHX,Buy,1,14.45741177,2022-05-12,0.0,0.0
SCHF,Buy,1,14.27224255,2022-05-12,0.0,0.0
SCHB,Buy,1,14.08472347,2022-05-12,0.0,0.0
EEM,Sell,2,36.5988121,2022-05-12,-8.29,17.0
SCHX,Buy,1,14.82835484,2022-05-13,0.0,0.0
SCHF,Sell,9,14.66308117,2022-05-13,2.81,1.0
XLF,Sell,4,31.74035645,2022-05-13,-4.58,5.0
SCHB,Buy,1,14.44972324,2022-05-13,0.0,0.0
BIV,Sell,1,71.4467926,2022-05-13,-0.18,18.0
VEA,Buy,1,39.54452133,2022-05-16,0.0,0.0
VEU,Buy,1,47.41273499,2022-05-16,0.0,0.0
SCHX,Buy,3,14.75666046,2022-05-16,0.0,0.0
SCHF,Buy,3,14.68503761,2022-05-16,0.0,0.0
XLF,Buy,1,31.47529602,2022-05-16,0.0,0.0
SCHB,Buy,3,14.369977,2022-05-16,0.0,0.0
SPLG,Buy,1,44.97631073,2022-05-16,0.0,0.0
EFV,Buy,1,41.46591187,2022-05-16,0.0,0.0
EEM,Buy,1,37.46269226,2022-05-16,0.0,0.0
SCHF,Sell,3,14.59281731,2022-05-18,-0.28,2.0
EFV,Sell,1,41.41326904,2022-05-18,-0.05,2.0
SCHX,Buy,1,14.39195156,2022-05-19,0.0,0.0
SCHF,Buy,1,14.74652195,2022-05-19,0.0,0.0
SCHB,Buy,1,14.0448494,2022-05-19,0.0,0.0
SPLG,Sell,1,43.77261734,2022-05-19,-1.2,3.0
SCHX,Buy,1,14.39818573,2022-05-20,0.0,0.0
SCHF,Sell,1,14.83434868,2022-05-20,0.07,1.0
SCHB,Buy,1,14.03871536,2022-05-20,0.0,0.0
XLE,Sell,91,75.28509521,2022-05-23,521.1,33.0
SCHX,Buy,1,14.65690994,2022-05-23,0.0,0.0
SCHF,Buy,1,15.08027077,2022-05-23,0.0,0.0
SCHB,Buy,1,14.27795887,2022-05-23,0.0,0.0
EEM,Sell,1,38.5030632,2022-05-23,0.83,5.0
IVV,Buy,1,378.2868652,2022-05-24,0.0,0.0
VEA,Buy,17,40.52383423,2022-05-24,0.0,0.0
VUG,Sell,12,223.4384766,2022-05-24,-714.26,34.0
VIG,Buy,5,140.1729736,2022-05-24,0.0,0.0
VGT,Buy,2,330.9146423,2022-05-24,0.0,0.0
GLD,Buy,4,174.1300049,2022-05-24,0.0,0.0
IWM,Buy,4,168.4967346,2022-05-24,0.0,0.0
EFA,Buy,11,63.05448151,2022-05-24,0.0,0.0
TLT,Buy,6,107.7174683,2022-05-24,0.0,0.0
RSP,Buy,5,135.0817871,2022-05-24,0.0,0.0
IVW,Sell,9,60.28230667,2022-05-24,-118.6,32.0
VEU,Buy,14,48.35536575,2022-05-24,0.0,0.0
SCHX,Buy,48,14.51352215,2022-05-24,0.0,0.0
SCHF,Buy,46,15.0407486,2022-05-24,0.0,0.0
XLF,Sell,1,32.10953903,2022-05-24,0.51,6.0
BSV,Buy,9,71.91507721,2022-05-24,0.0,0.0
VV,Buy,4,171.7671356,2022-05-24,0.0,0.0
VBR,Buy,4,148.9754791,2022-05-24,0.0,0.0
SCHB,Buy,27,14.15527153,2022-05-24,0.0,0.0
VEA,Sell,22,40.50569534,2022-05-25,-0.4,1.0
GLD,Sell,4,173.0800018,2022-05-25,-4.2,1.0
IWM,Sell,4,171.5293884,2022-05-25,9.7,1.0
SCHX,Sell,159,14.66002846,2022-05-25,18.64,1.0
IVV,Buy,1,389.0978699,2022-05-26,0.0,0.0
VTI,Buy,2,193.8742981,2022-05-26,0.0,0.0
BND,Buy,6,70.201828,2022-05-26,0.0,0.0
VUG,Buy,1,232.5012817,2022-05-26,0.0,0.0
IJH,Buy,9,47.37762833,2022-05-26,0.0,0.0
VIG,Buy,3,143.3040619,2022-05-26,0.0,0.0
XLK,Buy,3,133.4313354,2022-05-26,0.0,0.0
VO,Buy,2,203.9329071,2022-05-26,0.0,0.0
IWD,Buy,3,148.559433,2022-05-26,0.0,0.0
VYM,Buy,4,100.7619553,2022-05-26,0.0,0.0
EFA,Buy,7,63.7692337,2022-05-26,0.0,0.0
XLE,Buy,2,77.9850769,2022-05-26,0.0,0.0
ACWI,Sell,2,85.96790314,2022-05-26,-15.73,34.0
HYG,Buy,2,67.42359924,2022-05-26,0.0,0.0
EEM,Buy,1,38.61453247,2022-05-26,0.0,0.0
IJH,Sell,9,48.47267151,2022-05-27,7.88,1.0
VO,Sell,2,209.530777,2022-05-27,8.96,1.0
SCHF,Sell,47,15.39206505,2022-05-27,13.21,3.0
BSV,Sell,9,72.08200073,2022-05-27,1.2,3.0
VV,Sell,4,181.5105438,2022-05-27,31.18,3.0
EEM,Sell,1,39.06040955,2022-05-27,0.36,1.0
IVV,Sell,2,396.5632019,2022-05-31,11.94,2.0
VTI,Buy,1,197.1512146,2022-05-31,0.0,0.0
VEA,Buy,7,41.26738739,2022-05-31,0.0,0.0
BND,Buy,4,70.00100708,2022-05-31,0.0,0.0
VUG,Buy,1,239.4137878,2022-05-31,0.0,0.0
IJH,Buy,6,48.00255203,2022-05-31,0.0,0.0
VIG,Buy,2,145.0016479,2022-05-31,0.0,0.0
XLK,Buy,2,136.9614105,2022-05-31,0.0,0.0
IWD,Buy,1,149.9790192,2022-05-31,0.0,0.0
VYM,Buy,2,101.4546585,2022-05-31,0.0,0.0
EFA,Sell,18,64.15411377,2022-05-31,5.54,2.0
TLT,Sell,6,105.6330872,2022-05-31,-12.51,4.0
XLE,Buy,3,78.21828461,2022-05-31,0.0,0.0
IVW,Buy,4,64.37536621,2022-05-31,0.0,0.0
VEU,Buy,6,49.61523438,2022-05-31,0.0,0.0
SCHX,Buy,19,15.23358822,2022-05-31,0.0,0.0
SCHF,Buy,19,15.31301689,2022-05-31,0.0,0.0
XLF,Buy,8,33.57680893,2022-05-31,0.0,0.0
BSV,Buy,4,71.8965683,2022-05-31,0.0,0.0
SCHB,Buy,20,14.85153008,2022-05-31,0.0,0.0
SPLG,Buy,6,46.40929031,2022-05-31,0.0,0.0
VGSH,Buy,5,54.04626465,2022-05-31,0.0,0.0
SPYG,Buy,5,55.49633789,2022-05-31,0.0,0.0
SPYV,Buy,7,37.84968567,2022-05-31,0.0,0.0
VEA,Sell,7,40.89561081,2022-06-01,-2.6,1.0
XLK,Sell,5,136.5518494,2022-06-01,-2.05,1.0
VEA,Buy,2,41.75704575,2022-06-02,0.0,0.0
BND,Sell,10,69.75222015,2022-06-02,-2.49,2.0
IJH,Buy,1,48.67907333,2022-06-02,0.0,0.0
VWO,Buy,2,39.72318649,2022-06-02,0.0,0.0
VYM,Sell,6,101.6096191,2022-06-02,0.74,2.0
VEU,Buy,1,50.15000916,2022-06-02,0.0,0.0
SCHX,Buy,6,15.42373562,2022-06-02,0.0,0.0
XLF,Sell,8,33.4916153,2022-06-02,-0.68,2.0
BSV,Buy,1,71.69419098,2022-06-02,0.0,0.0
SCHB,Buy,6,15.03863335,2022-06-02,0.0,0.0
SPLG,Buy,2,46.90605545,2022-06-02,0.0,0.0
SPYG,Buy,1,56.52674103,2022-06-02,0.0,0.0
SPYV,Sell,7,38.00915146,2022-06-02,0.89,2.0
ACWI,Buy,1,88.42250061,2022-06-02,0.0,0.0
HYG,Sell,2,67.47207642,2022-06-02,0.08,4.0
EFV,Buy,2,43.80857468,2022-06-02,0.0,0.0
EEM,Buy,2,40.00788879,2022-06-02,0.0,0.0
VTI,Buy,1,196.6544189,2022-06-03,0.0,0.0
VEA,Buy,4,41.1132431,2022-06-03,0.0,0.0
IJH,Buy,4,48.12295151,2022-06-03,0.0,0.0
VWO,Sell,2,39.10208893,2022-06-03,-1.24,1.0
VIG,Buy,1,144.1717072,2022-06-03,0.0,0.0
IWD,Buy,1,149.1705322,2022-06-03,0.0,0.0
VYM,Buy,1,100.9260178,2022-06-03,0.0,0.0
RSP,Buy,1,140.6639252,2022-06-03,0.0,0.0
XLE,Buy,2,80.2903595,2022-06-03,0.0,0.0
IVW,Buy,3,63.97484207,2022-06-03,0.0,0.0
VEU,Buy,4,49.37957764,2022-06-03,0.0,0.0
SCHX,Buy,13,15.16812611,2022-06-03,0.0,0.0
SCHF,Buy,13,15.24714661,2022-06-03,0.0,0.0
XLF,Buy,1,33.00883484,2022-06-03,0.0,0.0
EEM,Sell,2,39.35765839,2022-06-03,-1.3,1.0
BIV,Buy,1,71.70515442,2022-06-03,0.0,0.0
VTI,Sell,4,197.2372131,2022-06-06,1.86,1.0
BSV,Sell,5,71.52710724,2022-06-06,-0.84,2.0
VEA,Buy,2,41.36713791,2022-06-07,0.0,0.0
IJH,Buy,2,49.03071594,2022-06-07,0.0,0.0
VYM,Sell,1,102.1564941,2022-06-07,0.98,2.0
XLE,Buy,1,82.59564972,2022-06-07,0.0,0.0
IVW,Buy,1,64.83450317,2022-06-07,0.0,0.0
VEU,Sell,43,49.76932144,2022-06-07,13.41,2.0
SCHX,Buy,7,15.36139011,2022-06-07,0.0,0.0
SCHF,Buy,7,15.36132622,2022-06-07,0.0,0.0
SCHB,Buy,7,14.99569035,2022-06-07,0.0,0.0
SPLG,Buy,2,46.71499252,2022-06-07,0.0,0.0
VGSH,Buy,2,53.90023422,2022-06-07,0.0,0.0
SPYG,Buy,2,55.90461349,2022-06-07,0.0,0.0
SPYV,Buy,3,38.08418655,2022-06-07,0.0,0.0
TIP,Buy,1,108.2608261,2022-06-07,0.0,0.0
ACWI,Buy,1,87.92967987,2022-06-07,0.0,0.0
HYG,Buy,1,66.62050629,2022-06-07,0.0,0.0
VMBS,Buy,2,43.77515411,2022-06-07,0.0,0.0
EFV,Buy,2,43.70328522,2022-06-07,0.0,0.0
EEM,Buy,2,39.69205856,2022-06-07,0.0,0.0
BIV,Buy,1,71.54973602,2022-06-07,0.0,0.0
VEA,Buy,4,40.85026932,2022-06-08,0.0,0.0
BND,Buy,2,69.19426727,2022-06-08,0.0,0.0
IJH,Sell,13,48.12295151,2022-06-08,-11.8,1.0
VIG,Buy,1,143.671875,2022-06-08,0.0,0.0
VYM,Buy,1,100.8986588,2022-06-08,0.0,0.0
XLE,Buy,2,82.77503204,2022-06-08,0.0,0.0
IVW,Buy,2,64.25813293,2022-06-08,0.0,0.0
VEU,Buy,3,49.3614502,2022-06-08,0.0,0.0
SCHX,Buy,11,15.20241642,2022-06-08,0.0,0.0
SCHF,Sell,39,15.15492344,2022-06-08,-8.05,1.0
XLF,Buy,5,32.77218246,2022-06-08,0.0,0.0
BSV,Buy,2,71.48999786,2022-06-08,0.0,0.0
IVE,Buy,1,140.9780884,2022-06-08,0.0,0.0
SCHB,Buy,11,14.83619499,2022-06-08,0.0,0.0
SPLG,Buy,3,46.20867538,2022-06-08,0.0,0.0
VGSH,Buy,3,53.84545898,2022-06-08,0.0,0.0
SPYG,Buy,3,55.3991394,2022-06-08,0.0,0.0
TIP,Buy,1,107.9943314,2022-06-08,0.0,0.0
DVY,Buy,1,115.4771805,2022-06-08,0.0,0.0
XLY,Buy,1,149.189621,2022-06-08,0.0,0.0
ACWI,Sell,2,87.1051712,2022-06-08,-1.65,1.0
EFV,Sell,4,43.01891327,2022-06-08,-2.74,1.0
VXF,Buy,1,141.2208557,2022-06-08,0.0,0.0
EEM,Buy,4,39.9057045,2022-06-08,0.0,0.0
BIV,Buy,2,71.33035278,2022-06-08,0.0,0.0
EMB,Buy,2,77.62306976,2022-06-08,0.0,0.0
SCHX,Sell,56,14.83770943,2022-06-09,-20.42,1.0
TIP,Sell,2,107.9759521,2022-06-09,-0.04,1.0
VMBS,Sell,2,43.66605759,2022-06-09,-0.22,2.0
VEA,Buy,3,39.07299423,2022-06-10,0.0,0.0
BND,Sell,2,68.51746368,2022-06-10,-1.35,2.0
VYM,Sell,1,96.82443237,2022-06-10,-4.07,2.0
EFA,Buy,1,60.59053421,2022-06-10,0.0,0.0
RSP,Sell,6,133.5818481,2022-06-10,-42.49,5.0
IVW,Buy,1,60.2808342,2022-06-10,0.0,0.0
